pickups_dt,borough,pickups,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday,class,clients_ids,clients_names,clients_genders,drLoc,clients_num,arrv_time
19-01-15 19:00,Queens,366,10,10,40,23,1009.2,0,0.015,1.503833333,0,Y,economy,16558011,yousef,female,,1,12:43:50 PM
19-01-15 19:00,Staten Island,1,10,10,40,23,1009.2,0,0.015,1.503833333,0,Y,economy,64239971,abdallah,male,,1,12:40:41 AM
19-01-15 19:00,NA,1,10,10,40,23,1009.2,0,0.015,1.503833333,0,Y,carpool,7957296,abdulrahman,other,,1,5:48:36 AM
19-01-15 20:00,Bronx,29,10,10,41,23,1009.3,0,0.01,1.503833333,0,Y,economy,5088965,safaa,male,,1,12:32:21 PM
19-01-15 20:00,Brooklyn,477,10,10,41,23,1009.3,0,0.01,1.503833333,0,Y,economy,70798813,mahmoud,male,,1,9:51:06 PM
19-01-15 20:00,EWR,0,10,10,41,23,1009.3,0,0.01,1.503833333,0,Y,premium,33239634,safaa,other,,1,8:00:45 AM
19-01-15 20:00,Manhattan,2121,10,10,41,23,1009.3,0,0.01,1.503833333,0,Y,premium,6885324,mahmoud,female,,1,8:19:49 PM
19-01-15 20:00,Queens,428,10,10,41,23,1009.3,0,0.01,1.503833333,0,Y,accessibility,88624914,sameh,male,,1,8:39:18 PM
19-01-15 20:00,Staten Island,3,10,10,41,23,1009.3,0,0.01,1.503833333,0,Y,economy,50164620,abdulrahman,other,,1,10:06:03 PM
19-01-15 21:00,Bronx,32,10,10,41,20,1009.5,0,0,1.503833333,0,Y,carpool,21968070,moaz,male,,1,5:29:53 AM
19-01-15 21:00,Brooklyn,402,10,10,41,20,1009.5,0,0,1.503833333,0,Y,economy,48755808,yara,female,,1,10:37:19 PM
19-01-15 21:00,EWR,0,10,10,41,20,1009.5,0,0,1.503833333,0,Y,premium,73200875,yousef,other,,1,7:18:41 PM
19-01-15 21:00,Manhattan,1706,10,10,41,20,1009.5,0,0,1.503833333,0,Y,premium,2719146,john,other,,1,3:30:26 PM
19-01-15 21:00,Queens,363,10,10,41,20,1009.5,0,0,1.503833333,0,Y,accessibility,31857739,toka,other,,1,10:53:56 PM
19-01-15 21:00,Staten Island,0,10,10,41,20,1009.5,0,0,1.503833333,0,Y,accessibility,42572081,sabry,other,,1,11:04:40 AM
19-01-15 22:00,Bronx,28,8,10,40,19,1010.2,0,0,1.503833333,0,Y,accessibility,73479580,sameh,female,,1,4:56:27 AM
19-01-15 22:00,Brooklyn,409,8,10,40,19,1010.2,0,0,1.503833333,0,Y,economy,86526228,yousef,other,,1,12:41:35 PM
19-01-15 22:00,EWR,0,8,10,40,19,1010.2,0,0,1.503833333,0,Y,premium,29069367,safaa,female,,1,5:16:08 PM
19-01-15 22:00,Manhattan,1638,8,10,40,19,1010.2,0,0,1.503833333,0,Y,accessibility,951723,mahmoud,male,,1,9:54:53 PM
19-01-15 22:00,Queens,540,8,10,40,19,1010.2,0,0,1.503833333,0,Y,carpool,94812709,yousef,female,,1,8:22:04 PM
19-01-15 22:00,Staten Island,0,8,10,40,19,1010.2,0,0,1.503833333,0,Y,accessibility,96847980,sabry,male,,1,11:31:14 PM
19-01-15 22:00,NA,1,8,10,40,19,1010.2,0,0,1.503833333,0,Y,premium,39483485,doha,other,,1,5:05:28 AM
19-01-15 23:00,Bronx,24,10,10,40,19,1011,0,0,1.488833333,0,Y,premium,16038788,nada,male,,1,9:25:55 PM
19-01-15 23:00,Brooklyn,352,10,10,40,19,1011,0,0,1.488833333,0,Y,carpool,14632040,bishoy,other,,1,4:25:35 AM
19-01-15 23:00,EWR,0,10,10,40,19,1011,0,0,1.488833333,0,Y,carpool,81245420,abdallah,other,,1,3:41:59 AM
19-01-15 23:00,Manhattan,1182,10,10,40,19,1011,0,0,1.488833333,0,Y,carpool,31939433,nada,other,,1,6:42:24 AM
19-01-15 23:00,Queens,462,10,10,40,19,1011,0,0,1.488833333,0,Y,carpool,38194869,toka,female,,1,10:03:51 AM
19-01-15 23:00,Staten Island,1,10,10,40,19,1011,0,0,1.488833333,0,Y,accessibility,64175996,amira,male,,1,12:24:19 AM
19-01-15 23:00,NA,1,10,10,40,19,1011,0,0,1.488833333,0,Y,economy,38761413,rahmah,other,,1,12:58:45 PM
20-01-15 0:00,Bronx,19,8,10,40,20,1011.4,0,0,1.413833333,0,N,economy,19905389,nada,female,,1,9:37:04 PM
20-01-15 0:00,Brooklyn,269,8,10,40,20,1011.4,0,0,1.413833333,0,N,premium,43336822,sameh,female,,1,6:51:49 AM
20-01-15 0:00,EWR,0,8,10,40,20,1011.4,0,0,1.413833333,0,N,carpool,40944777,mohamod,female,,1,11:10:42 PM
20-01-15 0:00,Manhattan,725,8,10,40,20,1011.4,0,0,1.413833333,0,N,carpool,55498713,sameh,other,,1,9:51:20 PM
20-01-15 0:00,Queens,288,8,10,40,20,1011.4,0,0,1.413833333,0,N,economy,99117871,hadeer,other,,1,1:12:51 PM
20-01-15 0:00,Staten Island,0,8,10,40,20,1011.4,0,0,1.413833333,0,N,premium,81316763,nada,other,,1,2:58:48 AM
20-01-15 0:00,NA,2,8,10,40,20,1011.4,0,0,1.413833333,0,N,premium,44405258,toka,other,,1,5:13:42 AM
20-01-15 1:00,Bronx,12,7,10,39,21,1011.2,0,0,1.338833333,0,N,premium,74411017,bishoy,male,,1,11:05:35 AM
20-01-15 1:00,Brooklyn,134,7,10,39,21,1011.2,0,0,1.338833333,0,N,carpool,29842500,kareem,other,,1,2:46:13 AM
20-01-15 1:00,EWR,0,7,10,39,21,1011.2,0,0,1.338833333,0,N,accessibility,56842167,sameh,other,,1,9:32:05 AM
20-01-15 1:00,Manhattan,420,7,10,39,21,1011.2,0,0,1.338833333,0,N,carpool,48363376,abdulrahman,female,,1,9:05:29 PM
20-01-15 1:00,Queens,117,7,10,39,21,1011.2,0,0,1.338833333,0,N,accessibility,88688109,john,male,,1,8:08:17 PM
20-01-15 1:00,Staten Island,0,7,10,39,21,1011.2,0,0,1.338833333,0,N,economy,33964094,kareem,female,,1,1:40:48 AM
20-01-15 2:00,Bronx,8,7,10,39,22,1011.2,0,0,1.168833333,0,N,accessibility,66215267,nada,other,,1,4:14:05 PM
20-01-15 2:00,Brooklyn,112,7,10,39,22,1011.2,0,0,1.168833333,0,N,accessibility,15811426,yara,other,,1,9:21:35 PM
20-01-15 2:00,EWR,0,7,10,39,22,1011.2,0,0,1.168833333,0,N,premium,93311425,rahmah,male,,1,3:09:06 AM
20-01-15 2:00,Manhattan,281,7,10,39,22,1011.2,0,0,1.168833333,0,N,carpool,21286843,moaz,male,,1,12:36:20 PM
20-01-15 2:00,Queens,54,7,10,39,22,1011.2,0,0,1.168833333,0,N,premium,76034927,mohamod,female,,1,12:55:49 PM
20-01-15 2:00,Staten Island,0,7,10,39,22,1011.2,0,0,1.168833333,0,N,economy,92642444,yousef,female,,1,5:21:35 PM
20-01-15 3:00,Bronx,8,7,10,39,22,1011.6,0,0,0.888833333,0,N,carpool,38475015,sabry,other,,1,5:03:40 AM
20-01-15 3:00,Brooklyn,64,7,10,39,22,1011.6,0,0,0.888833333,0,N,carpool,13859501,abdulrahman,male,,1,8:33:25 AM
20-01-15 3:00,EWR,0,7,10,39,22,1011.6,0,0,0.888833333,0,N,economy,20717780,khalid,other,,1,7:19:06 AM
20-01-15 3:00,Manhattan,157,7,10,39,22,1011.6,0,0,0.888833333,0,N,accessibility,2100843,rahmah,male,,1,4:28:12 AM
20-01-15 3:00,Queens,41,7,10,39,22,1011.6,0,0,0.888833333,0,N,carpool,49796110,yousef,male,,1,6:54:28 PM
20-01-15 3:00,Staten Island,0,7,10,39,22,1011.6,0,0,0.888833333,0,N,premium,3277174,khalid,other,,1,1:33:00 AM
20-01-15 4:00,Bronx,6,7,10,39,23,1011.7,0,0,0.763833333,0,N,carpool,4886315,rahmah,male,,1,8:49:59 PM
20-01-15 4:00,Brooklyn,65,7,10,39,23,1011.7,0,0,0.763833333,0,N,accessibility,53346922,hadeer,female,,1,7:38:21 AM
20-01-15 4:00,EWR,0,7,10,39,23,1011.7,0,0,0.763833333,0,N,carpool,2461087,ibrahim,other,,1,3:14:45 AM
20-01-15 4:00,Manhattan,207,7,10,39,23,1011.7,0,0,0.763833333,0,N,economy,42441763,safaa,male,,1,1:23:00 AM
20-01-15 4:00,Queens,26,7,10,39,23,1011.7,0,0,0.763833333,0,N,premium,92645032,kareem,male,,1,8:50:22 AM
20-01-15 4:00,Staten Island,0,7,10,39,23,1011.7,0,0,0.763833333,0,N,economy,19076566,malek,female,,1,3:08:41 PM
20-01-15 5:00,Bronx,11,5,10,39,24,1011.5,0,0,0,0,N,accessibility,2728804,bishoy,female,,1,9:56:54 PM
20-01-15 5:00,Brooklyn,143,5,10,39,24,1011.5,0,0,0,0,N,accessibility,34390778,rahmah,female,,1,7:55:29 PM
20-01-15 5:00,EWR,1,5,10,39,24,1011.5,0,0,0,0,N,accessibility,91014064,sabry,female,,1,7:40:32 AM
20-01-15 5:00,Manhattan,454,5,10,39,24,1011.5,0,0,0,0,N,economy,73626414,toka,female,,1,12:28:59 AM
20-01-15 5:00,Queens,104,5,10,39,24,1011.5,0,0,0,0,N,accessibility,95041725,sarah,other,,1,10:38:03 PM
20-01-15 5:00,Staten Island,0,5,10,39,24,1011.5,0,0,0,0,N,economy,6310751,nada,other,,1,11:26:37 PM
20-01-15 6:00,Bronx,17,6,10,38,24,1011.3,0,0,0.593833333,0,N,accessibility,98402494,khalid,other,,1,9:27:20 PM
20-01-15 6:00,Brooklyn,240,6,10,38,24,1011.3,0,0,0.593833333,0,N,economy,93008428,kareem,other,,1,2:17:34 AM
20-01-15 6:00,EWR,0,6,10,38,24,1011.3,0,0,0.593833333,0,N,economy,69138998,ibrahim,male,,1,7:55:07 PM
20-01-15 6:00,Manhattan,777,6,10,38,24,1011.3,0,0,0.593833333,0,N,economy,40631321,bishoy,male,,1,5:50:57 AM
20-01-15 6:00,Queens,207,6,10,38,24,1011.3,0,0,0.593833333,0,N,premium,79555074,mahmoud,female,,1,5:50:51 PM
20-01-15 6:00,Staten Island,2,6,10,38,24,1011.3,0,0,0.593833333,0,N,premium,60651180,kareem,other,,1,9:55:21 AM
20-01-15 7:00,Bronx,25,3,10,38,24,1011.3,0,0,0.395833333,0,N,accessibility,92059253,amira,other,,1,7:44:02 AM
20-01-15 7:00,Brooklyn,384,3,10,38,24,1011.3,0,0,0.395833333,0,N,carpool,47164476,mahmoud,other,,1,12:49:24 AM
20-01-15 7:00,EWR,0,3,10,38,24,1011.3,0,0,0.395833333,0,N,economy,37222637,ibrahim,male,,1,12:13:46 AM
20-01-15 7:00,Manhattan,1518,3,10,38,24,1011.3,0,0,0.395833333,0,N,accessibility,2982150,abdallah,other,,1,9:50:26 PM
20-01-15 7:00,Queens,237,3,10,38,24,1011.3,0,0,0.395833333,0,N,accessibility,56641941,yousef,other,,1,12:51:23 PM
20-01-15 7:00,Staten Island,1,3,10,38,24,1011.3,0,0,0.395833333,0,N,accessibility,23844035,malek,male,,1,12:04:20 AM
20-01-15 7:00,NA,2,3,10,38,24,1011.3,0,0,0.395833333,0,N,premium,49964304,yousef,other,,1,1:16:28 AM
20-01-15 8:00,Bronx,46,5,10,37,23,1011,0,0,0.255833333,0,N,economy,29288914,abdallah,female,,1,3:05:38 PM
20-01-15 8:00,Brooklyn,481,5,10,37,23,1011,0,0,0.255833333,0,N,premium,33733336,mahmoud,female,,1,5:46:35 PM
20-01-15 8:00,EWR,0,5,10,37,23,1011,0,0,0.255833333,0,N,accessibility,87408261,kareem,male,,1,4:42:15 PM
20-01-15 8:00,Manhattan,2416,5,10,37,23,1011,0,0,0.255833333,0,N,carpool,72134538,doha,male,,1,7:20:39 PM
20-01-15 8:00,Queens,302,5,10,37,23,1011,0,0,0.255833333,0,N,economy,67840486,sarah,female,,1,4:25:19 AM
20-01-15 8:00,Staten Island,2,5,10,37,23,1011,0,0,0.255833333,0,N,carpool,23827646,ibrahim,female,,1,2:17:58 PM
20-01-15 8:00,NA,2,5,10,37,23,1011,0,0,0.255833333,0,N,accessibility,61522623,doha,male,,1,2:23:37 AM
20-01-15 9:00,Bronx,37,5,10,37,23,1011.4,0,0,0.158333333,0,N,carpool,49100248,abdallah,male,,1,4:16:13 AM
20-01-15 9:00,Brooklyn,486,5,10,37,23,1011.4,0,0,0.158333333,0,N,premium,54189052,yousef,male,,1,8:18:20 PM
20-01-15 9:00,EWR,0,5,10,37,23,1011.4,0,0,0.158333333,0,N,economy,97219165,bishoy,female,,1,4:22:51 PM
20-01-15 9:00,Manhattan,2592,5,10,37,23,1011.4,0,0,0.158333333,0,N,accessibility,96379551,sarah,male,,1,7:20:26 PM
20-01-15 9:00,Queens,292,5,10,37,23,1011.4,0,0,0.158333333,0,N,accessibility,76540002,yara,other,,1,1:58:57 AM
20-01-15 9:00,Staten Island,1,5,10,37,23,1011.4,0,0,0.158333333,0,N,economy,76084282,nada,male,,1,9:42:35 AM
20-01-15 9:00,NA,3,5,10,37,23,1011.4,0,0,0.158333333,0,N,accessibility,88718318,moaz,other,,1,5:55:51 PM
20-01-15 10:00,Bronx,17,9,10,36,21,1011.4,0,0,0.085,0,N,premium,94450030,amira,male,,1,6:23:23 PM
20-01-15 10:00,Brooklyn,391,9,10,36,21,1011.4,0,0,0.085,0,N,premium,71057162,sabry,male,,1,11:08:35 PM
20-01-15 10:00,EWR,0,9,10,36,21,1011.4,0,0,0.085,0,N,carpool,57526172,yousef,other,,1,12:12:47 AM
20-01-15 10:00,Manhattan,1837,9,10,36,21,1011.4,0,0,0.085,0,N,premium,22375524,yara,male,,1,6:00:15 PM
20-01-15 10:00,Queens,302,9,10,36,21,1011.4,0,0,0.085,0,N,accessibility,96846419,sarah,male,,1,3:45:06 PM
20-01-15 10:00,Staten Island,1,9,10,36,21,1011.4,0,0,0.085,0,N,carpool,11391965,malek,other,,1,10:43:31 PM
20-01-15 11:00,Bronx,26,6,10,35,19,1011.9,0,0,0.015,0,N,economy,69182682,nada,male,,1,3:42:29 AM
20-01-15 11:00,Brooklyn,312,6,10,35,19,1011.9,0,0,0.015,0,N,economy,92463521,khalid,female,,1,3:08:59 PM
20-01-15 11:00,EWR,0,6,10,35,19,1011.9,0,0,0.015,0,N,economy,6726854,sabry,female,,1,10:38:14 AM
20-01-15 11:00,Manhattan,1402,6,10,35,19,1011.9,0,0,0.015,0,N,economy,64754032,john,male,,1,9:26:28 PM
20-01-15 11:00,Queens,207,6,10,35,19,1011.9,0,0,0.015,0,N,carpool,54412822,toka,other,,1,11:12:42 PM
20-01-15 11:00,Staten Island,3,6,10,35,19,1011.9,0,0,0.015,0,N,premium,87405097,hadeer,other,,1,2:42:34 PM
20-01-15 11:00,NA,1,6,10,35,19,1011.9,0,0,0.015,0,N,carpool,72407407,toka,male,,1,9:23:44 PM
20-01-15 12:00,Bronx,27,5,10,34,19,1012.7,0,0,0.015,0,N,carpool,13760806,john,female,,1,8:44:09 PM
20-01-15 12:00,Brooklyn,252,5,10,34,19,1012.7,0,0,0.015,0,N,carpool,19415592,nada,female,,1,6:05:04 PM
20-01-15 12:00,EWR,0,5,10,34,19,1012.7,0,0,0.015,0,N,economy,84735879,abdallah,female,,1,1:19:13 AM
20-01-15 12:00,Manhattan,1458,5,10,34,19,1012.7,0,0,0.015,0,N,economy,29219952,john,female,,1,10:59:33 PM
20-01-15 12:00,Queens,169,5,10,34,19,1012.7,0,0,0.015,0,N,economy,6855800,kareem,other,,1,6:46:57 PM
20-01-15 12:00,Staten Island,0,5,10,34,19,1012.7,0,0,0.015,0,N,economy,5819067,amira,female,,1,3:10:25 AM
20-01-15 13:00,Bronx,25,8,10,34,18,1013.4,0,0,0.01,0,N,accessibility,94956356,yara,female,,1,12:06:31 AM
20-01-15 13:00,Brooklyn,277,8,10,34,18,1013.4,0,0,0.01,0,N,premium,32269911,abdallah,female,,1,5:44:43 PM
20-01-15 13:00,EWR,0,8,10,34,18,1013.4,0,0,0.01,0,N,carpool,79799829,abdallah,male,,1,9:22:06 PM
20-01-15 13:00,Manhattan,1391,8,10,34,18,1013.4,0,0,0.01,0,N,carpool,9767708,moaz,male,,1,5:14:39 AM
20-01-15 13:00,Queens,165,8,10,34,18,1013.4,0,0,0.01,0,N,carpool,87610797,malek,male,,1,12:34:49 AM
20-01-15 13:00,Staten Island,2,8,10,34,18,1013.4,0,0,0.01,0,N,premium,101452042,nada,other,,1,3:15:13 AM
20-01-15 14:00,Bronx,36,5,10,35,19,1013.2,0,0,0,0,N,economy,95430778,yara,male,,1,10:11:01 AM
20-01-15 14:00,Brooklyn,293,5,10,35,19,1013.2,0,0,0,0,N,economy,45384879,hadeer,other,,1,8:14:26 PM
20-01-15 14:00,EWR,0,5,10,35,19,1013.2,0,0,0,0,N,premium,5066931,doha,other,,1,7:10:24 PM
20-01-15 14:00,Manhattan,1553,5,10,35,19,1013.2,0,0,0,0,N,premium,39024802,yousef,female,,1,1:09:00 AM
20-01-15 14:00,Queens,188,5,10,35,19,1013.2,0,0,0,0,N,carpool,54620309,mohamod,male,,1,9:54:43 AM
20-01-15 14:00,Staten Island,0,5,10,35,19,1013.2,0,0,0,0,N,premium,59275268,sabry,other,,1,12:34:40 AM
20-01-15 15:00,Bronx,34,7,10,35,18,1013.3,0,0,0,0,N,premium,39857417,sabry,male,,1,3:52:00 AM
20-01-15 15:00,Brooklyn,283,7,10,35,18,1013.3,0,0,0,0,N,premium,59744683,moaz,male,,1,8:08:15 AM
20-01-15 15:00,EWR,0,7,10,35,18,1013.3,0,0,0,0,N,accessibility,53369728,kareem,male,,1,3:59:30 PM
20-01-15 15:00,Manhattan,1822,7,10,35,18,1013.3,0,0,0,0,N,premium,59370878,moaz,female,,1,1:20:38 PM
20-01-15 15:00,Queens,259,7,10,35,18,1013.3,0,0,0,0,N,accessibility,98350269,ibrahim,female,,1,1:40:48 AM
20-01-15 15:00,Staten Island,2,7,10,35,18,1013.3,0,0,0,0,N,premium,17146360,safaa,female,,1,12:00:59 AM
20-01-15 15:00,NA,2,7,10,35,18,1013.3,0,0,0,0,N,economy,68731246,bishoy,female,,1,3:50:11 AM
20-01-15 16:00,Bronx,43,6,10,37,18,1013.5,0,0,0,0,N,carpool,53141889,malek,female,,1,9:06:17 PM
20-01-15 16:00,Brooklyn,273,6,10,37,18,1013.5,0,0,0,0,N,accessibility,58824656,moaz,male,,1,1:20:48 AM
20-01-15 16:00,EWR,0,6,10,37,18,1013.5,0,0,0,0,N,premium,98393555,mahmoud,female,,1,9:33:59 PM
20-01-15 16:00,Manhattan,2156,6,10,37,18,1013.5,0,0,0,0,N,carpool,32996848,rahmah,male,,1,11:56:38 PM
20-01-15 16:00,Queens,300,6,10,37,18,1013.5,0,0,0,0,N,premium,74114241,sameh,other,,1,7:08:21 AM
20-01-15 16:00,Staten Island,3,6,10,37,18,1013.5,0,0,0,0,N,accessibility,48438767,mahmoud,other,,1,7:15:46 PM
20-01-15 17:00,Bronx,36,6,10,37,17,1012.6,0,0,0,0,N,carpool,63854977,john,female,,1,8:07:56 PM
20-01-15 17:00,Brooklyn,316,6,10,37,17,1012.6,0,0,0,0,N,accessibility,74126382,doha,other,,1,1:42:45 PM
20-01-15 17:00,EWR,0,6,10,37,17,1012.6,0,0,0,0,N,economy,26443862,abdallah,male,,1,4:54:13 PM
20-01-15 17:00,Manhattan,2834,6,10,37,17,1012.6,0,0,0,0,N,accessibility,8059270,toka,female,,1,5:39:27 AM
20-01-15 17:00,Queens,257,6,10,37,17,1012.6,0,0,0,0,N,carpool,31677905,kareem,female,,1,10:11:09 AM
20-01-15 17:00,Staten Island,1,6,10,37,17,1012.6,0,0,0,0,N,economy,58496077,safaa,other,,1,6:59:06 PM
20-01-15 17:00,NA,2,6,10,37,17,1012.6,0,0,0,0,N,economy,4148271,abdulrahman,male,,1,5:23:18 PM
20-01-15 18:00,Bronx,38,3,10,39,18,1011.9,0,0,0,0,N,accessibility,74618788,kareem,female,,1,12:33:29 AM
20-01-15 18:00,Brooklyn,395,3,10,39,18,1011.9,0,0,0,0,N,accessibility,70139206,sabry,male,,1,10:48:32 PM
20-01-15 18:00,EWR,0,3,10,39,18,1011.9,0,0,0,0,N,accessibility,45856704,malek,other,,1,9:36:03 AM
20-01-15 18:00,Manhattan,3754,3,10,39,18,1011.9,0,0,0,0,N,premium,94679961,nada,male,,1,12:11:07 AM
20-01-15 18:00,Queens,255,3,10,39,18,1011.9,0,0,0,0,N,accessibility,8207276,moaz,male,,1,9:01:17 PM
20-01-15 18:00,Staten Island,0,3,10,39,18,1011.9,0,0,0,0,N,premium,25868191,safaa,male,,1,5:53:55 PM
20-01-15 18:00,NA,1,3,10,39,18,1011.9,0,0,0,0,N,economy,43083964,sarah,female,,1,11:37:57 PM
20-01-15 19:00,Bronx,30,6,10,39,18,1012.1,0,0,0,0,N,economy,25247347,mohamod,female,,1,2:45:02 PM
20-01-15 19:00,Brooklyn,441,6,10,39,18,1012.1,0,0,0,0,N,accessibility,57906598,mahmoud,male,,1,5:34:04 AM
20-01-15 19:00,EWR,0,6,10,39,18,1012.1,0,0,0,0,N,carpool,40652137,abdulrahman,male,,1,2:29:04 AM
20-01-15 19:00,Manhattan,3676,6,10,39,18,1012.1,0,0,0,0,N,carpool,60897925,abdallah,male,,1,8:32:05 AM
20-01-15 19:00,Queens,307,6,10,39,18,1012.1,0,0,0,0,N,accessibility,74348126,sarah,male,,1,1:59:58 PM
20-01-15 19:00,Staten Island,3,6,10,39,18,1012.1,0,0,0,0,N,premium,57391534,rahmah,female,,1,12:43:30 AM
20-01-15 19:00,NA,2,6,10,39,18,1012.1,0,0,0,0,N,accessibility,23392909,mahmoud,female,,1,8:51:47 PM
20-01-15 20:00,Bronx,34,7,10,40,18,1012.8,0,0,0,0,N,premium,79867426,safaa,female,,1,7:20:42 PM
20-01-15 20:00,Brooklyn,463,7,10,40,18,1012.8,0,0,0,0,N,economy,43068192,malek,other,,1,6:34:18 AM
20-01-15 20:00,EWR,0,7,10,40,18,1012.8,0,0,0,0,N,economy,22086320,yousef,male,,1,5:24:13 AM
20-01-15 20:00,Manhattan,3147,7,10,40,18,1012.8,0,0,0,0,N,accessibility,28646561,john,other,,1,7:23:31 AM
20-01-15 20:00,Queens,345,7,10,40,18,1012.8,0,0,0,0,N,premium,93426666,khalid,other,,1,4:24:15 PM
20-01-15 20:00,Staten Island,3,7,10,40,18,1012.8,0,0,0,0,N,carpool,526102,doha,other,,1,1:18:14 AM
20-01-15 21:00,Bronx,34,6,10,40,19,1013.4,0,0,0,0,N,carpool,5607173,malek,male,,1,7:09:22 PM
20-01-15 21:00,Brooklyn,446,6,10,40,19,1013.4,0,0,0,0,N,economy,41193973,sameh,female,,1,9:40:40 PM
20-01-15 21:00,EWR,0,6,10,40,19,1013.4,0,0,0,0,N,premium,40881854,amira,male,,1,1:49:36 AM
20-01-15 21:00,Manhattan,2968,6,10,40,19,1013.4,0,0,0,0,N,premium,60134743,mahmoud,other,,1,2:32:32 AM
20-01-15 21:00,Queens,256,6,10,40,19,1013.4,0,0,0,0,N,premium,5820802,khalid,female,,1,5:48:05 PM
20-01-15 21:00,Staten Island,1,6,10,40,19,1013.4,0,0,0,0,N,premium,28743485,mahmoud,female,,1,2:13:44 PM
20-01-15 22:00,Bronx,31,6,10,39,20,1013.8,0,0,0,0,N,premium,102273646,toka,male,,1,9:58:52 AM
20-01-15 22:00,Brooklyn,449,6,10,39,20,1013.8,0,0,0,0,N,carpool,100835032,sabry,other,,1,4:26:53 AM
20-01-15 22:00,EWR,0,6,10,39,20,1013.8,0,0,0,0,N,accessibility,47811305,amira,male,,1,1:32:27 PM
20-01-15 22:00,Manhattan,2817,6,10,39,20,1013.8,0,0,0,0,N,carpool,101701418,sabry,other,,1,5:16:47 PM
20-01-15 22:00,Queens,262,6,10,39,20,1013.8,0,0,0,0,N,premium,45485134,mohamod,male,,1,2:34:58 PM
20-01-15 22:00,Staten Island,1,6,10,39,20,1013.8,0,0,0,0,N,premium,58847823,amira,female,,1,8:59:14 AM
20-01-15 23:00,Bronx,26,5,10,38,19,1013.8,0,0,0,0,N,premium,97514048,amira,female,,1,6:09:54 AM
20-01-15 23:00,Brooklyn,445,5,10,38,19,1013.8,0,0,0,0,N,carpool,3177270,abdulrahman,male,,1,4:31:24 PM
20-01-15 23:00,EWR,0,5,10,38,19,1013.8,0,0,0,0,N,carpool,39790048,abdallah,female,,1,12:01:11 AM
20-01-15 23:00,Manhattan,2049,5,10,38,19,1013.8,0,0,0,0,N,carpool,64244550,moaz,male,,1,5:03:28 AM
20-01-15 23:00,Queens,238,5,10,38,19,1013.8,0,0,0,0,N,accessibility,74513879,abdulrahman,male,,1,10:32:11 PM
20-01-15 23:00,Staten Island,0,5,10,38,19,1013.8,0,0,0,0,N,premium,9225324,safaa,male,,1,3:48:23 PM
21-01-15 0:00,Bronx,19,5.5,10,38,18,1014.3,0,0,0,0,N,accessibility,56900047,abdulrahman,female,,1,4:19:20 PM
21-01-15 0:00,Brooklyn,317,5.5,10,38,18,1014.3,0,0,0,0,N,economy,73013216,yara,female,,1,7:46:53 AM
21-01-15 0:00,EWR,0,5.5,10,38,18,1014.3,0,0,0,0,N,economy,101520992,yara,other,,1,12:23:01 AM
21-01-15 0:00,Manhattan,1164,5.5,10,38,18,1014.3,0,0,0,0,N,economy,32243557,john,other,,1,1:05:09 PM
21-01-15 0:00,Queens,141,5.5,10,38,18,1014.3,0,0,0,0,N,premium,27015939,toka,male,,1,3:32:12 PM
21-01-15 0:00,Staten Island,0,5.5,10,38,18,1014.3,0,0,0,0,N,accessibility,7045829,malek,male,,1,10:51:44 PM
21-01-15 1:00,Bronx,10,6,10,37,18,1015.1,0,0,0,0,N,premium,27726654,rahmah,female,,1,1:01:54 PM
21-01-15 1:00,Brooklyn,228,6,10,37,18,1015.1,0,0,0,0,N,economy,62153459,mohamod,other,,1,9:56:39 AM
21-01-15 1:00,EWR,0,6,10,37,18,1015.1,0,0,0,0,N,economy,27122265,doha,female,,1,6:24:50 AM
21-01-15 1:00,Manhattan,687,6,10,37,18,1015.1,0,0,0,0,N,economy,22607783,abdulrahman,female,,1,10:23:59 PM
21-01-15 1:00,Queens,85,6,10,37,18,1015.1,0,0,0,0,N,accessibility,50494674,mahmoud,other,,1,12:47:14 AM
21-01-15 1:00,Staten Island,2,6,10,37,18,1015.1,0,0,0,0,N,accessibility,44231780,safaa,other,,1,7:08:27 AM
21-01-15 2:00,Bronx,8,8,10,36,16,1015.6,0,0,0,0,N,carpool,78690410,john,male,,1,11:29:59 AM
21-01-15 2:00,Brooklyn,147,8,10,36,16,1015.6,0,0,0,0,N,carpool,45589193,sarah,other,,1,10:15:56 PM
21-01-15 2:00,EWR,0,8,10,36,16,1015.6,0,0,0,0,N,accessibility,70141033,mahmoud,female,,1,5:46:53 PM
21-01-15 2:00,Manhattan,383,8,10,36,16,1015.6,0,0,0,0,N,economy,92489164,mahmoud,other,,1,5:40:52 PM
21-01-15 2:00,Queens,36,8,10,36,16,1015.6,0,0,0,0,N,economy,87337393,mahmoud,other,,1,10:13:56 PM
21-01-15 2:00,Staten Island,1,8,10,36,16,1015.6,0,0,0,0,N,accessibility,42033116,hadeer,male,,1,2:52:48 AM
21-01-15 3:00,Bronx,7,5,10,35,15,1016.3,0,0,0,0,N,economy,19259880,kareem,other,,1,8:58:55 PM
21-01-15 3:00,Brooklyn,65,5,10,35,15,1016.3,0,0,0,0,N,economy,4143739,abdallah,male,,1,7:03:31 AM
21-01-15 3:00,EWR,0,5,10,35,15,1016.3,0,0,0,0,N,carpool,46181489,ibrahim,female,,1,6:23:02 AM
